date	c1	c2	c1_ctxt_l	c1_ctxt_r	c2_ctxt_l	c2_ctxt_r
20120816	DEU	ITA	down		england,edge	
20120816	ARG	DEU		down	down	
20120816	IRN	USA		rejects	rejects	offer,of,earthquake,aid
20120816	CHN	USA	and	compete,for,influence,in,pacific		and
20120817	AFG	USA		policeman,kills,two	policeman,kills,two	soldiers
20120817	AUS	IND	an,first	cricketer,of	cricketer,of	origin
20120817	CHN	JPN	to,deport	activists,over,island,landing	an	to,deport
20120817	JPN	KOR	tells	no,to,court,over,islands	an	tells
20120817	CHN	JPN				tensions,high,over,disputed,islands
20120819	CHN	JPN		timeline	an	
20120819	CHN	JPN	an,protests,build,in	over	over	island,row
20120819	ECU	GBR	and	deepens	diplomatic,row,between	and
20120819	CHN	JPN	activists,land,on,disputed,islands,in,east	sea		activists,land,on,disputed,islands,in,east
20120820	AFG	NZL	soldiers,killed,in		an	soldiers,killed,in
20120820	AUS	IDN	artists,find	inspiration		artists,find
20120820	CHN	JPN		island,tensions,spill,over		
20120820	AFG	NZL	soldiers,killed,in		john,key,confirms	soldiers,killed,in
20120820	AFG	NZL	soldier,deaths,may,hasten	withdrawal		soldier,deaths,may,hasten
20120821	GBR	THA	an	victim,in	victim,in	fire,identified
20120821	JPN	SYR	an	reporter,killed,in	reporter,killed,in	
20120821	GBR	THA	police,identify	man,killed,in	man,killed,in	blaze
20120821	AFG	USA	airbase,in		rocket,attack,on	airbase,in
20120821	AUS	SLB	prime,minister,visits		the	prime,minister,visits
20120821	NZLTKL	TON	and	to,go,100,per,cent,solar		and
20120821	SYR	USA	warns	over,weapons		warns
20120822	AUS	USA	an	general,takes,lead,role,in	general,takes,lead,role,in	asia,pacific
20120822	NZL	THA	an	killed,in	killed,in	bar,fight
20120822	AUS	SLB	pm,thanks	for,ramsi,role	an	pm,thanks
20120822	AUS	SYR		nurse,treats,wounded,in	nurse,treats,wounded,in	
20120823	AUS	VUT	an	jailed,over	jailed,over	tax,scheme
20120823	CHN	JPN	an			activists,return
20120823	IRN	PRK		nam	an	
20120823	AUS	CHN	language,crisis,for	businesses		language,crisis,for
20120824	CHN	PHL	arrest		an	arrest
20120824	PHL	TWN	an	arrest		scammers
20120824	CHN	TWN	arrest			scammers
20120824	JPN	KOR		island,dispute,escalates	an	
20120824	IND	USA	warning,to,pregnant,woman,over,ayurvedic	drugs	an	warning,to,pregnant,woman,over,ayurvedic
20120824	PAK	USA	drone,strikes,kill,15,militants,in			drone,strikes,kill,15,militants,in
20120825	ECU	USA	nations,agree,to,back	on,assange		nations,agree,to,back
20120825	CHN	JPN	protests,march,in	city	an,anti	protests,march,in
20120825	AUS	USA		rodionova,qualifies,for	rodionova,qualifies,for	open
20120827	IND	PAK	an			social,media,hate
20120827	AUS	PAK		seek,cricket,revival,in		
20120827	ARE	PAK	seek,cricket,revival,in			
20120827	ARE	AUS	seek,cricket,revival,in			seek,cricket,revival,in
20120827	IND	PAK	government,says,relations,with	and		government,says,relations,with
20120828	CHN	JPN		tensions,rise,over,flag,incident	an	
20120828	AUS	THA		family,survives	family,survives	boat,sinking
20120829	JPN	PRK	an	and	and	meet
20120829	AUS	CHN	investment,in	wine	another	investment,in
20120829	AUS	PAK				oneday
20120829	MMR	USA		relationship,rebound	basketball,helps	
20120829	AUS	EGY	drops,unrest,proceedings,against	journo		drops,unrest,proceedings,against
20120830	AUS	NRU	an	and	and	sign,mou,on,asylum,seekers,at,forum
20120830	AUS	CHN	an	urges,peaceful,resolution,in,south	urges,peaceful,resolution,in,south	sea
20120830	AUS	VNM		calls,on	calls,on	to,enhance,regional
20120830	AUS	CHN				community,seeks,to,address
20120830	CHN	CHNTIB		attitudes,to	attitudes,to	changing
20120830	AFG	AUS	soldiers,killed,in		five	soldiers,killed,in
20120830	CHN	DEU	assures	of,stable,economy		assures
20120830	IRN	SYR	storms,out,of	summit		storms,out,of
20120831	CHN	IDN	an	to,invest,heavily,in	to,invest,heavily,in	smelters
20120831	AUS	TMP		theatre	doku,rai,a	
20120831	AFG	USA	major,in		interview,with	major,in
20120831	AFG	AUS	will,stay,the,course,in		smith,says	will,stay,the,course,in
20120901	AFG	AUS	to,maintain	resolve	clinton,urges	to,maintain
20120902	IRN	PRK	and	strike,cooperation,deal	an	and
20120902	FRA	RUS				recreate,battle,of,borodino
20120902	BEL	POL	in		overjoyed,button,takes	in
20120903	CHN	IND	an			defence,talks,asia,pac
20120903	ARE	FJI		embassy	an	
20120903	AFG	NZL		withdrawal	an	
20120903	CHN	TON		money	an	
20120903	AUS	SYR		governor,general,speaks,to	governor,general,speaks,to	
20120903	CHN	IND		defence,minister,is,first,to,visit	defence,minister,is,first,to,visit	in
20120903	JOR	SYR	refugees,in		emotional,bryce,visits	refugees,in
20120903	AUS	USA	flew,drone,missions,from		revealed	flew,drone,missions,from
20120903	CHN	USA	plays,down	rivalry,in,the,pacific		plays,down
20120903	AFG	USA	suspends,training,for	recruits		suspends,training,for
20120903	RUS	VNM	wool,processing,and	wool,demand		wool,processing,and
20120904	CHN	IND	an			restore,defence,ties
20120904	CHN	HKG	students,protest	curriculum	an	students,protest
20120904	AUS	IDN		and	and	in,asylum,seeker,boat,talks
20120904	AUS	IDN				reach,search,and,rescue,deal
20120904	AUS	SOM		accused,of,funding,private	accused,of,funding,private	army
20120904	AUS	IDN		reaches,search,and,rescue,deal,with	reaches,search,and,rescue,deal,with	
20120904	CHN	HKG	students,protest,pro	curriculum		students,protest,pro
20120905	AUS	IDN		and	and	at,odds,over,rescued
20120905	AUS	IDN				reach,search,and,rescue,deal
20120905	AUS	IDN		strikes,a,deal,with	strikes,a,deal,with	on,asylum
20120905	AUS	IDN		to,promote,military,hardware,to	to,promote,military,hardware,to	
20120905	JOR	SYR	rebels,seeking,to,launch,attacks,from			rebels,seeking,to,launch,attacks,from
20120906	AUS	PAK		humbled,by	humbled,by	in,first,t20,clash
20120906	FJI	GBR		soldiers,drummed,out,of	soldiers,drummed,out,of	after
20120906	FRA	GBR	car,shot,at,in	alps	four,dead,as	car,shot,at,in
20120906	AUS	NZLNIU	premier,toke,talagi,talks,to,radio			premier,toke,talagi,talks,to,radio
20120906	AUS	PAK	thrashes	in,first,t20,clash		thrashes
20120907	CHN	MMR	an	forces,return,of,kachins,to	forces,return,of,kachins,to	rights,group
20120907	IDN	SGP	chokes,on,smoke,from		an	chokes,on,smoke,from
20120907	CHN	MMR		forces,return,of,kachin,to	forces,return,of,kachin,to	rights,group
20120908	AUS	PAK				twenty20
20120908	CAN	IRN		closes,its,embassy,in	closes,its,embassy,in	
20120909	JPN	KOR	an,clinton,warns			
20120909	JPN	USA	an,thousands,protest,in	over	over	plane
20120910	AUS	CHN		made,logo,a,good,thing,in	made,logo,a,good,thing,in	or,will
20120910	AFG	USA	begins,handing,over,bagram,prison,to	authorities		begins,handing,over,bagram,prison,to
20120911	CHN	CHN	an	sends,two,patrol,ships,into,the,disputed,east	sends,two,patrol,ships,into,the,disputed,east	sea
20120911	AUS	PAK		floors	floors	
20120911	AUS	IDN	lynch			human,rights,scrutiny
20120912	USA	USA		killed,flag,torn,down,in,attacks,on	killed,flag,torn,down,in,attacks,on	diplomats
20120912	CHN	CHN		ratchets,up,tension,in,east	ratchets,up,tension,in,east	sea
20120912	AUS	IDN	boys,to,sue	government		boys,to,sue
20120912	AUS	MYS	and	will,get,past,asylum		and
20120912	CHN	CHN	the,changing,face,of	contemporary	contemporary	portraiture
20120912	LBY	USA	ambassador,to	killed,in,mob,attack		ambassador,to
20120913	IRN	MYS	an	hiding,oil,off,the,coast,of	hiding,oil,off,the,coast,of	
20120913	AUS	SYR		to,accept,extra	to,accept,extra	refugees
20120913	LBY	USA	condemns,killing,of	ambassador		condemns,killing,of
20120913	LBY	USA	reviews,embassy,security,following	riot		reviews,embassy,security,following
20120913	LBY	USA	trained,engineer,is,new	pm		trained,engineer,is,new
20120914	CHN	JPN		and	and	ships,in,tense,stand,off
20120914	IDN	MYS				protest,film
20120914	AUS	NRU	says	has,handed,over,legal		says
20120914	LKA	NRU		asylum,seekers,arrive,on	asylum,seekers,arrive,on	
20120915	CHN	JPN		protesters,target	protesters,target	embassy,restaurants
20120915	EGY	USA		journalist,discusses,anti	journalist,discusses,anti	protests
20120915	LBY	USA		says	says	consulate,attackers,planned,assault
20120916	IRN	SYR		admits,aiding	admits,aiding	military
20120916	AFG	GBR	soldiers,killed,by	policeman	two	soldiers,killed,by
20120917	AUS	PAK	21000	sheep,to,be,culled,in	sheep,to,be,culled,in	
20120917	MMR	USA	an	suu,kyi,heads,to,the	suu,kyi,heads,to,the	
20120917	CHN	JPN	anti	protests,continue,in	protests,continue,in	
20120917	AUS	VUT		potters,hopes,for	potters,hopes,for	cottage
20120917	AUS	PAK	will,cull	sheep	confusion,over,claims	will,cull
20120917	LBY	USA	dozens,arrested,in	over	over	consulate,attack
20120918	IND	PAK	over		akmal,malik,lift	over
20120918	CHN	JPN	an,11	ships,near,disputed,isles	ships,near,disputed,isles	
20120918	AUS	KHM	an	ambassador,to	ambassador,to	
20120918	AUS	NZL	an,charles,and,camilla,to,visit	png	png	
20120918	CHN	PHL	an	hostages,in	hostages,in	freed
20120918	THA	USA	an	protesters,march,on	protesters,march,on	embassy
20120918	CHN	JPN	should,appoint,new,envoy,to		an	should,appoint,new,envoy,to
20120918	CHN	JPN	protests,spread,across		anti	protests,spread,across
20120918	CHN	JPN	an,toyota,plans	shutdown,amid,anti	shutdown,amid,anti	protests
20120918	AUS	PAK		sheep,cull,worries	sheep,cull,worries	meat
20120918	CHN	USA				trade,complaints
20120918	AUS	NZL	report,dismisses			currency,as,impractical
20120919	CHN	JPN	protest,in	update	an,anti	protest,in
20120919	KIR	TMP	offers,to,take	climate,change,refugees	an	offers,to,take
20120919	CHN	JPN	protests,in		anti	protests,in
20120920	PHL	TWN	an	deports	deports	over,scam
20120920	AUS	CHN				relationship,must,grow,defence
20120920	AUS	MMR		hosts	hosts	parliamentarians
20120920	AUS	PAK	vet,gives	sheep,in	sheep,in	a,clean
20120920	AUS	IRL	watson,stars,as	downs	downs	
20120921	USA	WSM	an			to,scrap,death,penalty
20120921	CHN	JPN	an			islands,dispute,escalates
20120921	CHN	PHL	an	hostage,rescued,in	hostage,rescued,in	
20120921	IDN	USA	embassy,in	closes	an	embassy,in
20120921	NZL	USA	lifts,ban,on	naval,ships	an	lifts,ban,on
20120921	AUS	PAK		closes	closes	commision,amid,protest,fears
20120921	BGD	NZL	rout,of		mccullum,leads	rout,of
20120921	AUS	PAK	some	sheep,in	sheep,in	may,have,died,of
20120921	PAK	USA	buys,tv,ads,in			buys,tv,ads,in
20120921	NZL	USA	lifts,ban,on	naval,ships		lifts,ban,on
20120922	AUS	NRU	an	govt,defends	govt,defends	mental,care
20120922	CHN	MMR		relationship,wont,change,says,president	an	
20120922	ECU	SWE		proposes,assange,transfer,to	proposes,assange,transfer,to	
20120922	CHN	FRA	spiderman,climbs,building,in			spiderman,climbs,building,in
20120922	LKA	NRU		asylum,seekers,reject	asylum,seekers,reject	
20120922	PAK	USA		present,united,front,against,violent,protests		
20120923	CHN	JPN	an	postpones,ceremony,marking,diplomatic,ties,with	postpones,ceremony,marking,diplomatic,ties,with	
20120923	POL	SGP			hamilton,storms,to	
20120924	MMR	USA	an			
20120924	IND	IND	an	floods,displace,millions,in	floods,displace,millions,in	
20120924	IND	PAK				claim,world,t20,wins
20120924	AUS	CAN	canola,crop,boosts		poor	canola,crop,boosts
20120925	CHN	JPN		and	and	revisit,the,past,over,island
20120925	AUS	CHN	wants	to,put,a,cork,in,it		wants
20120925	NOR	RWA	genocide,trial,opens,in	court		genocide,trial,opens,in
20120925	JPN	TWN	boats,cross	waters		boats,cross
20120925	CHN	JPN		tensions	top,diplomat,dispatched,over	
20120926	AUS	AUS	a,former	pm,urges	pm,urges	to,be
20120926	AUS	CHN	investment,future,in		an	investment,future,in
20120926	AUS	CHN	tell	to,put,a,cork,in,it		tell
20120926	AUS	CHN	investment,in		debate,over	investment,in
20120926	BGD	PAK	blast	out,of,t20,world,cup		blast
20120927	IND	NPL	maoists,ban	cars	an	maoists,ban
20120927	COK	SLB	angered,after,kate,wears	dress	an	angered,after,kate,wears
20120927	NZL	TON	police,charged,over	cops,death	an,three	police,charged,over
20120927	MMR	USA	eases	import,sanctions	an	eases
20120927	AUS	LBY		aid,worker,detained,in	aid,worker,detained,in	
20120927	AUS	LBY		detained,in	detained,in	should,be,able,to,leave
20120927	AUS	USA		meat,exporters,dealing,with,tighter	meat,exporters,dealing,with,tighter	
20120927	AUS	USA	fraser	hostage,to,the,politics,of,the	hostage,to,the,politics,of,the	
20120927	AUS	PAK	reports	sheep,buried,alive,in	sheep,buried,alive,in	
20120928	AUS	NRU	an	asylum,transfer,to	asylum,transfer,to	
20120929	CHN	USA	bars	wind,farm,deal,on,security,grounds	an	bars
20120929	ISR	USA		in,full,agreement,on,nuclear		
20120929	IRN	USA	in,full,agreement,on,nuclear			
20120929	IRN	ISR	in,full,agreement,on,nuclear			in,full,agreement,on,nuclear
20120930	AUS	ECU	an,kidnapped	woman,rescued,in	woman,rescued,in	
20120930	AUS	LBY		aid,worker,free,to,leave	aid,worker,free,to,leave	
20120930	AUS	ECU	kidnapped	woman,rescued,in	woman,rescued,in	
20120930	MCO	MYS		claims	claims	open
20121001	AFG	USA		shooting,takes	shooting,takes	death,toll,past,2000
20121001	USA	WSM	an			tsunami,ready
20121001	USA	WSM				rebounds,learns,lessons,from,tsunami
20121001	AUS	LBY		aid,worker,leaves	aid,worker,leaves	
20121001	AUS	ECU		women,rescued,in	women,rescued,in	feared,for,her
20121001	AUS	ECU	freed	describes	describes	kidnap,ordeal
20121001	AUS	PAK	denies	sheep,mistreated		denies
20121002	JPN	PRK	an	visits	visits	
20121002	AUS	LAO		welcomes	welcomes	wto,membership,agreement
20121002	CHN	FJI		forges,closer,ties,with	forges,closer,ties,with	as,the
20121002	CHN	USA		forges,closer,ties,with	as,the	
20121002	FJI	USA	forges,closer,ties,with	as,the	as,the	
20121002	AUS	NLD	mp,postpones	visit	controversial	mp,postpones
20121003	AUS	TON		defence,agreement,strengthens	an	
20121003	AUS	PAK				squeeze,into,t20,semis
20121004	AUS	MMR	an	says	says	dfat,says
20121004	AUS	MMR	an	says	dfat,says	
20121004	MMR	MMR	says	dfat,says	dfat,says	
20121004	AUS	GRC		could,face	could,face	like,economic,downturn
20121004	CAN	QAT		begins,live,animal,exports,to	begins,live,animal,exports,to	
20121004	AUS	GRC	economy,to	is,absurd	comparing	economy,to
20121004	SYR	TUR	seeks,to,deploy,troops,amid	unrest		seeks,to,deploy,troops,amid
20121004	SYR	TUR	shells	after,deadly,attack		shells
20121005	AUS	LKA	an	reassess	reassess	refugee,case
20121005	CHN	JPN		island,dispute	an	
20121005	FJI	WSM	denies	relations,mended	an	denies
20121005	FJI	WSM	pm,denies,he,has,forgiven			pm,denies,he,has,forgiven
20121005	SYR	TUR	approves,military,action,in			approves,military,action,in
20121005	SYR	TUR	feels,isolated,in,the,face,of,rising			feels,isolated,in,the,face,of,rising
20121005	ISR	USA	gunman,kills,1,at	resort		gunman,kills,1,at
20121006	KOR	USA	an			agree,on,missile,deal
20121006	PAK	USA	drone,protest,in		khan,leads	drone,protest,in
20121006	SYR	TUR	not,far,from,war,with			not,far,from,war,with
20121006	SYR	TUR	returns,fire,after	mortar,strike		returns,fire,after
20121006	SYR	TUR	threaten			threaten
20121007	KOR	USA				agree,to,raise,missile,range,limit
20121007	JPN	POL	in		vettel,wins,from	in
20121008	WSM	WSM	an	relations,improving,with,a	relations,improving,with,a	
20121008	KOR	USA	an			missiles
20121008	CHN	USA	warns,on	telecom,firms	an	warns,on
20121008	GBR	JPN	and	doctor,win,nobel,medicine,prize		and
20121008	USA	WSM	pm,hails,improving,relations,with			pm,hails,improving,relations,with
20121008	KOR	USA				to,raise,missile,range,limit
20121008	SYR	TUR	returns,fire,after	mortar,strikes,town,again		returns,fire,after
20121009	CHN	IND	an,imf,growth,forecasts,inc	and	and	
20121009	PRK	USA	an	says,missiles,can,strike	says,missiles,can,strike	mainland
20121009	FRA	USA				scientists,win,nobel,physics,prize
20121009	AFG	AUS	troops,in		high,morale,for	troops,in
20121009	SYR	TUR	warns,of,worst,case,scenarios,in			warns,of,worst,case,scenarios,in
20121009	CHN	USA	to,block	telco,over,espionage,fears		to,block
20121010	GBR	USA		imam,pleads,not,guilty,in	imam,pleads,not,guilty,in	to,terrorism
20121010	CAN	CHN	telco,could,be,banned,from	contract		telco,could,be,banned,from
20121010	SYR	TUR	threatens,stronger,response,against			threatens,stronger,response,against
20121011	AUS	IDN	for	sugar	increasing,demand,by	for
20121011	SYR	TUR	grounds	plane,over,suspicious,cargo		grounds
20121012	AUS	IND	an	uranium,sales,to	uranium,sales,to	could,face,pacific,challen
20121012	AUS	HKG	company,set,to,invest,in			company,set,to,invest,in
20121012	PAK	USA	drone,strike,kills,11,in			drone,strike,kills,11,in
20121013	CHN	USA	treasury,delays,new	forex,report,to,congress	an	treasury,delays,new
20121013	JPN	POL	late,burst,gives,lorenzo			
20121014	SYR	TUR	planes,banned,from	airspace		planes,banned,from
20121015	AFG	AUS		hazaras,undeterred,by,tougher	hazaras,undeterred,by,tougher	
20121015	JPN	NZLNIU	premier,welcomes	solar,project	an	premier,welcomes
20121015	CHN	GHA	an,probe,into,death,of	boy,arrested,in	boy,arrested,in	
20121015	AUS	IDN		opposition,leader,to,meet	opposition,leader,to,meet	
20121015	AFG	AUS	prime,minister,visits			prime,minister,visits
20121015	AUS	IND		prime,minister,visits		
20121015	AFG	IND	prime,minister,visits			
20121015	AUS	TMP	may,walk,away,from	oil,treaty		may,walk,away,from
20121015	AUS	IDN	declares	will,play,important		declares
20121015	FRA	MRT	president,flown,to		shot	president,flown,to
20121016	CHN	JPN		east	an	
20121016	CHN	JPN	east	sea,dispute	an	
20121016	CHN	CHN		east	east	sea,dispute
20121016	CHN	ESP	police,bust	crime,gangs	an	police,bust
20121016	CHN	TWN	probes,tech,theft,for		an	probes,tech,theft,for
20121016	AUS	IND		pm,in	pm,in	
20121016	CAN	QAT		sheep,exports,to	sheep,exports,to	not,a,threat,to
20121016	CHN	JPN	on,alert,after	warships,spotted,near,island		on,alert,after
20121017	CHN	KOR	holds,23	for,illegal,fishing	an	holds,23
20121017	AUS	IND		pm,well,received,in	pm,well,received,in	
20121017	AUS	USA	europe	preview	share,market	europe
20121017	DEU	ESP	halted	surrenders,four,goal,lead		halted
20121018	IND	NZL	an			sign,new,aviation,agreement
20121018	CHN	USA		currency,debate	an	
20121018	AUS	IND		pm,wraps,up,her,visit,to	pm,wraps,up,her,visit,to	
20121018	CHN	USA		yuan,weighs,in,on	yuan,weighs,in,on	presidential,debate
20121018	AUS	PAK	fate,of	sheep,in	sheep,in	still,unknown
20121018	IND	NZL		and	and	sign,aviation,agreement
20121018	AUS	IND	pm,hails,new,ear,in,relations,with			pm,hails,new,ear,in,relations,with
20121019	BGD	USA	an	student,accused,in	student,accused,in	terror,plot
20121019	MMR	USA	invites	to,observe,cobra,gold	an	invites
20121019	JPN	USA	military,pledges,action,after	rape	an	military,pledges,action,after
20121019	JPN	USA	pose,curfew,on	troops	an	pose,curfew,on
20121019	AUS	USA		police,bust,gun,supply,ring		
20121019	MMR	USA	invites	to,worlds,largest,military		invites
20121020	JPN	USA	an			to,cancel,island,drill
20121020	IDN	MYS	authorities,arrest	pirates	an	authorities,arrest
20121020	ISR	PSE		seizes,pro	seizes,pro	activist,ship
20121020	AUS	PAK	resumes,culling	sheep		resumes,culling
20121020	MYS	POL	in		record,lap,puts,lorenzo,on	in
20121021	CHN	JPN	an	crew,rescued,by	crew,rescued,by	coast,guards
20121021	AUS	PAK	culls,entire,shipment,of	sheep	an	culls,entire,shipment,of
20121022	AUS	WSM	pm,visits	school	an	pm,visits
20121022	AFG	AUS	soldier,killed,by,ied,in			soldier,killed,by,ied,in
20121022	AFG	AUS	soldier,killed,on	mission		soldier,killed,on
20121022	AUS	USA		will,be,independent,of	will,be,independent,of	in,security
20121022	AUS	WSM	pm,visits	school		pm,visits
20121023	PRK	USA	envoy,condemns	for	an	envoy,condemns
20121023	KOR	USA	for	attack	an	envoy,condemns
20121023	KOR	PRK	for	attack	envoy,condemns	for
20121023	AUS	MNG		lawyer,questioned,over	lawyer,questioned,over	corruption
20121023	AUS	WSM	pm,visits	school		pm,visits
20121023	AUS	USA	beef,shortage,should,help	farmers		beef,shortage,should,help
20121023	CHN	USA	presidential,candidates,talk,tough,on			presidential,candidates,talk,tough,on
20121024	CHN	IND	an			partners,50,years,after,war
20121024	AUS	FJI	needs,to,prove,ginger,exports,to	not,diseased	an	needs,to,prove,ginger,exports,to
20121024	CHN	JPN		diplomats,have,secret,meeting	an	
20121024	AUS	FJI	needs,to,prove,ginger,exports,to			needs,to,prove,ginger,exports,to
20121024	AUS	PHL	president,makes,rare,visit,to			president,makes,rare,visit,to
20121025	AUS	FJI	responds,to	inquiries	an	responds,to
20121025	MYS	SGP	an			up,in,arms,over,scholars,sex,blog
20121025	CHN	TWN	protesters,call,for	partnership,over,senkakus	an	protesters,call,for
20121025	AUS	PHL	president,visits			president,visits
20121025	ISR	SDN	accuses	of,air,strike,on,arms,factory		accuses
20121026	AFG	NZL	to,resettle	interpreters	an	to,resettle
20121026	AUS	IND		film,maker,arrested,in	film,maker,arrested,in	
20121026	GBR	USA		soldiers,killed,in		
20121026	AFG	USA	soldiers,killed,in	chaos		
20121026	AFG	GBR	soldiers,killed,in	chaos		soldiers,killed,in
20121027	IDN	USA		arrests,11,over,planned	arrests,11,over,planned	embassy,attack
20121029	CHN	TWN	ex,officers,arrested,in	spy,case	an	ex,officers,arrested,in
20121030	JPN	NPL	aquitted,in	murder,retrial	an	aquitted,in
20121031	AUS	PRK	family,in	fears,deportation	an	family,in
20121031	CHN	SYR	in,talks,with		an,un,special,envoy,for	in,talks,with
20121031	AFG	AUS	pm,calls,for,more,troops,before			pm,calls,for,more,troops,before
20121031	AFG	AUS	mission,in		pm,updates	mission,in
20121031	AUS	USA	prices,for	and	and	wheat,have,slipped
20121101	AUS	MYS	an	parli,discusses,fta,with	parli,discusses,fta,with	
20121101	AUS	IDN		artists,scout	artists,scout	talent
20121101	AUS	IDN		meat,frozen,on,the	meat,frozen,on,the	docks
20121102	AFG	AUS		teen,killed,on	teen,killed,on	firing,range
20121102	AUS	IND		engagment,with	engagment,with	
20121102	IND	PAK		and	and	to,resume,rivalry,on,december,25
20121102	AUS	IDN	says	asylum,policies,wont,stop,boats		says
20121103	CHN	CHNTIB	an,un,urges	to,address	to,address	problems
20121104	AUS	LAO	an	pm,to,attend	pm,to,attend	summit
20121105	AUS	MMR	an	pm,holds,talks,with	pm,holds,talks,with	pm
20121105	AUS	MYS		launch,islamic,student,exchange	an	
20121105	AUS	MYS	unhappy,with	mps	an	unhappy,with
20121105	AUS	MMR				leaders,meet,after,decades,of
20121105	AUS	MYS		fm,announces,exchange,with	fm,announces,exchange,with	to
20121105	LKA	NZL		beats	beats	in,rain,hit,odi
20121105	GBR	GBR	the,prince,of	has,a,campaign,in	has,a,campaign,in	to
20121106	AFG	USA	soldier,accused,of	rampage,appears,in,court		soldier,accused,of
20121107	AUS	MMR	an	pledges,more,aid,for	pledges,more,aid,for	
20121107	CHN	GBR	businessman,murdered,in	was,spy	an	businessman,murdered,in
20121107	PLW	USA	an	votes,in,shadow,of	votes,in,shadow,of	elex
20121107	AUS	USA		relationship	chemistry,is,helpful,in	
20121107	JPN	USA		and	and	start,military,drills,amid
20121107	CHN	JPN	start,military,drills,amid			and
20121107	CHN	USA	start,military,drills,amid		and	start,military,drills,amid
20121108	USA	WSM				gubernatorial,race,faces,run,off
20121108	AUS	SAU		experts,unite,to,save,coral		
20121109	AUS	MYS	an	nurse,facing,drug,charges,freed,in	nurse,facing,drug,charges,freed,in	
20121109	MYS	PHL	to,charge	contractor	an	to,charge
20121109	CHN	TWN	pres,hints,at,inviting	leaders	an	pres,hints,at,inviting
20121109	MMR	USA	president,to,visit		an	president,to,visit
20121109	IRN	USA		warplanes,fire,on	warplanes,fire,on	drone
20121109	AUS	MYS	drug,charges,dropped,against	woman		drug,charges,dropped,against
20121110	CAN	PHL	an			ink,defence,procurement,deal
20121110	GBR	IND		aid	an	
20121110	JPN	USA	an			to,discuss,revised,defense,guidelines
20121110	GBR	IND		to,cut,off,aid,to,booming	to,cut,off,aid,to,booming	
20121110	IRQ	RUS		cancels,244,b	cancels,244,b	arms,deal
20121111	CHN	CHNTIB	an			death
20121111	ARG	GBR		stuns,six,nations,champs	stuns,six,nations,champs	
20121112	AUS	IDN		network	network	correspondent,helen
20121112	AUS	FJI	sugar,industry,seeks	help		sugar,industry,seeks
20121112	ISR	SYR		fires,warning,shots,into	fires,warning,shots,into	
20121113	AUS	USA		and	and	legislation,on
20121113	CHNTIB	JPN	lawmakers,to,visit		dalai,lama,urges	lawmakers,to,visit
20121113	ISR	SYR		hits	hits	artillery,that,fired,on,golan
20121114	IND	MMR			an	
20121114	AUS	CHN		wine,takes,on	wine,takes,on	market
20121114	CHN	KHM		skills,in,demand,in	skills,in,demand,in	
20121114	ESP	GRC	markets,mixed,on	and	and	news
20121115	AUS	CHN		and	and	strengthen,ties
20121115	AUS	CHN		relationship,with	relationship,with	explained
20121115	ISR	PSE		kills,hamas,leader,in	kills,hamas,leader,in	strike
20121115	AUS	IDN	keating,urges	to,focus,on	to,focus,on	
20121115	AUS	PAK	asylum,seeker,granted,visa,after,helping	test		asylum,seeker,granted,visa,after,helping
20121115	CHN	IDN	pride,for	living,in	living,in	
20121115	AUS	USA	committed,to	security,clinton		committed,to
20121116	EGY	PSE	ceasefire,fails,during	visit	death,toll,mounts,as	ceasefire,fails,during
20121116	PSE	PSE	pro	author,on	author,on	crisis
20121117	GBR	WSM		slumps,to,fifth,straight,defeat,against	slumps,to,fifth,straight,defeat,against	
20121118	ARG	FRA	beats		clerc,shines,as	beats
20121118	EGY	ISR		seeks,truce,as	seeks,truce,as	
20121118	EGY	PSE		seeks,truce,as		fighting,intensifies
20121118	ISR	PSE	seeks,truce,as			fighting,intensifies
20121118	ISR	PSE		ready,to,significantly,expand	ready,to,significantly,expand	operation,pm
20121118	AUS	MNG	detention,taking,its,toll,on			detention,taking,its,toll,on
20121119	ISR	PSE				conflict,day,six
20121119	AUS	USA	advocate,offers,to,help		leading	advocate,offers,to,help
20121120	ISR	PSE	peace,talks,but	ready,to,invade	hope,for	peace,talks,but
20121120	EGY	ISR	strikes,continue,as	battles,for,truce		strikes,continue,as
20121120	AUS	TUR	luring	companies,with,favourable		luring
20121120	AUS	TUR	luring	miners		luring
20121121	CHN	CHNTIB	an			deaths
20121121	CHN	LAO		rail,link	an	
20121121	GRC	GRC	lack,of	deal,threatens,eurozone,stability,says	deal,threatens,eurozone,stability,says	pm
20121122	AUS	NRU	gives	deadline	an	gives
20121122	AFG	TON	troops,honoured,for	service	an	troops,honoured,for
20121122	ISR	PSE		hamas,agree,to	hamas,agree,to	truce
20121123	PSE	PSE	gunfire,kills	on	on	border
20121123	MMR	USA			lockyer	
20121123	AUS	NZL	joins	in,court,against		joins
20121123	JPN	NZL	in,court,against	whaling		joins
20121123	AUS	JPN	joins	in,court,against	in,court,against	whaling
20121124	PRT	TMP	an	withdraws,from	withdraws,from	
20121124	PSE	PSE		truce,holds,despite	truce,holds,despite	death,at,border
20121125	GBR	NZL	air,force,finds	yacht	an	air,force,finds
20121125	BRA	POL	in	vettel,fourth	hamilton,on	in
20121125	ARG	IRL	thrash	to,secure,world,cup,seeding		thrash
20121125	GBR	TON		crash,to,humiliating	crash,to,humiliating	defeat
20121126	AUS	GBR		timani,could,miss	timani,could,miss	test
